,IP,Pit,Str,BA,OBP,SLG,OPS,SO
2754,4.0,75.0,44.0,0.256,0.333,0.447,0.78,5.0
2755,7.0,107.0,74.0,0.247,0.322,0.404,0.726,4.0
2756,6.2,98.0,68.0,0.242,0.328,0.447,0.776,10.0
2757,5.0,97.0,57.0,0.228,0.307,0.373,0.68,6.0
2758,7.0,97.0,61.0,0.261,0.321,0.395,0.715,1.0
2759,6.0,101.0,67.0,0.247,0.329,0.397,0.726,6.0
2760,4.1,100.0,64.0,0.249,0.33,0.395,0.725,3.0
2761,6.1,90.0,55.0,0.242,0.32,0.399,0.719,8.0
2762,7.0,100.0,59.0,0.218,0.298,0.347,0.645,5.0
2763,4.1,92.0,53.0,0.247,0.32,0.419,0.739,5.0
2764,5.2,95.0,63.0,0.27,0.339,0.451,0.79,5.0
2765,6.0,96.0,55.0,0.267,0.331,0.436,0.767,5.0
2766,5.0,86.0,44.0,0.253,0.336,0.42,0.756,7.0
2767,5.0,89.0,57.0,0.259,0.335,0.412,0.746,3.0
2768,2.1,64.0,39.0,0.252,0.32,0.35,0.67,3.0
2769,5.1,94.0,65.0,0.23,0.326,0.458,0.785,1.0
2770,6.0,84.0,57.0,0.252,0.311,0.393,0.705,4.0
2771,7.0,93.0,66.0,0.278,0.346,0.426,0.772,6.0
2772,6.2,89.0,62.0,0.287,0.34,0.44,0.78,10.0
2773,4.2,94.0,54.0,0.311,0.391,0.554,0.945,5.0
2774,5.0,80.0,50.0,0.226,0.305,0.393,0.698,6.0
2775,4.0,80.0,50.0,0.242,0.327,0.432,0.759,5.0
2776,6.0,80.0,50.0,0.245,0.311,0.398,0.708,3.0
2777,4.0,90.0,51.0,0.232,0.303,0.357,0.66,2.0
2778,3.2,82.0,49.0,0.231,0.301,0.38,0.681,5.0
2779,7.0,87.0,63.0,0.234,0.304,0.366,0.67,1.0
2780,4.1,73.0,48.0,0.236,0.313,0.413,0.726,4.0
2781,4.0,80.0,50.0,0.248,0.325,0.426,0.752,5.0
2782,4.1,80.0,50.0,0.232,0.309,0.386,0.695,4.0
2783,2.0,57.0,22.0,0.231,0.319,0.359,0.678,3.0
2784,4.0,59.0,40.0,0.242,0.326,0.371,0.697,0.0
2785,5.0,80.0,50.0,0.235,0.31,0.384,0.694,2.0
2786,4.2,80.0,50.0,0.202,0.285,0.342,0.627,7.0
2787,4.2,96.0,63.0,0.23,0.328,0.415,0.743,5.0
2788,4.2,80.0,50.0,0.215,0.316,0.408,0.723,1.0
2789,5.0,82.0,46.0,0.219,0.275,0.337,0.612,5.0
2790,5.0,89.0,50.0,0.228,0.339,0.41,0.749,1.0
2791,2.1,44.0,33.0,0.228,0.307,0.373,0.68,2.0
2792,3.0,45.0,27.0,0.233,0.323,0.398,0.721,2.0
2793,1.0,13.0,10.0,0.26,0.321,0.394,0.715,3.0
2794,1.1,25.0,15.0,0.247,0.329,0.399,0.727,0.0
2795,2.0,17.0,13.0,0.228,0.306,0.377,0.683,3.0
2796,1.1,32.0,18.0,0.247,0.328,0.393,0.721,1.0
2797,0.1,38.0,22.0,0.225,0.305,0.359,0.665,1.0
2798,4.0,83.0,55.0,0.254,0.328,0.428,0.756,1.0
2799,2.0,22.0,16.0,0.23,0.31,0.387,0.697,6.0
2800,5.0,83.0,50.0,0.266,0.331,0.435,0.765,1.0
2801,7.0,84.0,59.0,0.252,0.333,0.419,0.753,3.0
2802,5.0,94.0,64.0,0.262,0.337,0.42,0.757,1.0
2803,5.1,99.0,62.0,0.28,0.352,0.524,0.876,4.0
2804,6.0,87.0,55.0,0.226,0.321,0.449,0.771,3.0
2805,6.2,93.0,60.0,0.24,0.324,0.368,0.693,5.0
2806,6.0,87.0,55.0,0.274,0.347,0.417,0.764,8.0
2807,3.1,83.0,44.0,0.25,0.336,0.368,0.704,6.0
2808,5.2,78.0,53.0,0.276,0.35,0.486,0.836,3.0
2809,4.0,54.0,37.0,0.237,0.306,0.377,0.683,0.0
2810,4.2,87.0,59.0,0.241,0.324,0.429,0.753,2.0
2811,4.0,55.0,34.0,0.24,0.308,0.382,0.69,10.0
2812,5.1,96.0,63.0,0.257,0.329,0.428,0.757,3.0
2813,6.0,92.0,65.0,0.259,0.324,0.425,0.749,1.0
2814,5.0,89.0,57.0,0.252,0.315,0.42,0.735,5.0
2815,7.0,89.0,60.0,0.251,0.315,0.443,0.759,7.0
2816,6.0,80.0,50.0,0.253,0.314,0.406,0.72,5.0
2817,6.0,80.0,50.0,0.238,0.306,0.374,0.681,3.0
2818,1.2,52.0,30.0,0.238,0.316,0.416,0.732,7.0
2819,5.0,80.0,50.0,0.235,0.298,0.376,0.674,1.0
2820,5.0,92.0,60.0,0.242,0.318,0.388,0.706,4.0
2821,4.1,85.0,54.0,0.254,0.322,0.399,0.722,3.0
